HMDB	Formula	Mass	InchiKey	Inchi	SMILES	HMDB Name
HMDB06115	C7H6O	106.0418648	HUMNYLRZRPPJDN-UHFFFAOYSA-N	1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H	O=CC1=CC=CC=C1	Benzaldehyde
HMDB00532	C4H7NO3	117.0425931	OKJIRPAQVSHGFK-UHFFFAOYSA-N	1S/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)	CC(=O)NCC(O)=O	Acetylglycine
HMDB01406	C6H6N2O	122.0480128	DFPAKSUCGFBDDF-UHFFFAOYSA-N	1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)	NC(=O)C1=CN=CC=C1	Niacinamide
HMDB02092	C5H6O4	130.0266087	LVHBHZANLOWSRM-UHFFFAOYSA-N	1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h1-2H2,(H,6,7)(H,8,9)	OC(=O)CC(=C)C(O)=O	Itaconic acid
HMDB00026	C4H8N2O3	132.0534921	JSJWCHRYRHKBBW-UHFFFAOYSA-N	1S/C4H8N2O3/c5-4(9)6-2-1-3(7)8/h1-2H2,(H,7,8)(H3,5,6,9)	NC(=O)NCCC(O)=O	Ureidopropionic acid
HMDB02658	C6H5NO3	139.026943	BLHCMGRVFXRYRN-UHFFFAOYSA-N	1S/C6H5NO3/c8-5-2-1-4(3-7-5)6(9)10/h1-3H,(H,7,8)(H,9,10)	OC(=O)C1=CN=C(O)C=C1	6-Hydroxynicotinic acid
HMDB02931	C5H9NO4	147.0531578	JJIHLJJYMXLCOY-BYPYZUCNSA-N	1S/C5H9NO4/c1-3(8)6-4(2-7)5(9)10/h4,7H,2H2,1H3,(H,6,8)(H,9,10)/t4-/m0/s1	CC(=O)N[C@@H](CO)C(O)=O	N-Acetylserine
HMDB01476	C7H7NO3	153.0425931	WJXSWCUQABXPFS-UHFFFAOYSA-N	1S/C7H7NO3/c8-6-4(7(10)11)2-1-3-5(6)9/h1-3,9H,8H2,(H,10,11)	NC1=C(O)C=CC=C1C(O)=O	3-Hydroxyanthranilic acid
HMDB01890	C5H9NO3S	163.0303138	PWKSKIMOESPYIA-BYPYZUCNSA-N	1S/C5H9NO3S/c1-3(7)6-4(2-10)5(8)9/h4,10H,2H2,1H3,(H,6,7)(H,8,9)/t4-/m0/s1	CC(=O)N[C@@H](CS)C(O)=O	Acetylcysteine
HMDB01537	C8H11NO3	169.0738932	DIVDFFZHCJEHGG-UHFFFAOYSA-N	1S/C8H11NO3/c9-2-1-5-3-7(11)8(12)4-6(5)10/h3-4,10-12H,1-2,9H2	NCCC1=C(O)C=C(O)C(O)=C1	6-Hydroxydopamine
HMDB00197	C10H9NO2	175.0633285	SEOVTRFCIGRIMH-UHFFFAOYSA-N	1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)	OC(=O)CC1=CNC2=C1C=CC=C2	Indoleacetic acid
HMDB01266	C6H12O6	180.0633881	LKDRXBCSQODPBY-BGPJRJDNSA-N	1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4+,5-,6+/m0/s1	OC[C@@]1(O)OC[C@H](O)[C@@H](O)[C@@H]1O	L-Sorbose
HMDB00362	C3H7O7P	185.9929391	GXIURPTVHJPJLF-UHFFFAOYSA-N	1S/C3H7O7P/c4-1-2(3(5)6)10-11(7,8)9/h2,4H,1H2,(H,5,6)(H2,7,8,9)	OCC(OP(O)(O)=O)C(O)=O	2-Phosphoglyceric acid
HMDB00181	C9H11NO4	197.0688078	WTDRDQBEARUVNC-LURJTMIESA-N	1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1	N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O	L-Dopa
HMDB02059	C12H24O3	216.1725446	ZDHCZVWCTKTBRY-UHFFFAOYSA-N	1S/C12H24O3/c13-11-9-7-5-3-1-2-4-6-8-10-12(14)15/h13H,1-11H2,(H,14,15)	OCCCCCCCCCCCC(O)=O	12-Hydroxydodecanoic acid
HMDB03424	C16H34O	242.2609657	BXWNKGSJHAJOGX-UHFFFAOYSA-N	1S/C16H34O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h17H,2-16H2,1H3	CCCCCCCCCCCCCCCCO	1-Hexadecanol
HMDB01294	C3H8O10P2	265.9592695	XOHUEYCVLUUEJJ-UWTATZPHSA-N	1S/C3H8O10P2/c4-3(5)2(13-15(9,10)11)1-12-14(6,7)8/h2H,1H2,(H,4,5)(H2,6,7,8)(H2,9,10,11)/t2-/m1/s1	OC(=O)[C@@H](COP(O)(O)=O)OP(O)(O)=O	2,3-Diphosphoglyceric acid
HMDB01852	C20H28O2	300.2089301	SHGAZHPCJJPHSC-YCNIQYBTSA-N	1S/C20H28O2/c1-15(8-6-9-16(2)14-19(21)22)11-12-18-17(3)10-7-13-20(18,4)5/h6,8-9,11-12,14H,7,10,13H2,1-5H3,(H,21,22)/b9-6+,12-11+,15-8+,16-14+	C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O	All-trans-retinoic acid
HMDB01517	C9H15N4O8P	338.06275	NOTGFIUVDGNKRI-UUOKFMHZSA-N	1S/C9H15N4O8P/c10-7-4(8(11)16)12-2-13(7)9-6(15)5(14)3(21-9)1-20-22(17,18)19/h2-3,5-6,9,14-15H,1,10H2,(H2,11,16)(H2,17,18,19)/t3-,5-,6-,9-/m1/s1	NC(=O)C1=C(N)N(C=N1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	AICAR
HMDB02368	C24H46O2	366.3497807	GWHCXVQVJPWHRF-KTKRTIGZSA-N	1S/C24H46O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24(25)26/h9-10H,2-8,11-23H2,1H3,(H,25,26)/b10-9-	CCCCCCCC\C=C/CCCCCCCCCCCCCC(O)=O	Nervonic acid
HMDB01251	C30H50O	426.3861662	CAHGCLMLTWQZNJ-BQNIITSRSA-N	1S/C30H50O/c1-20(2)10-9-11-21(3)22-14-18-30(8)24-12-13-25-27(4,5)26(31)16-17-28(25,6)23(24)15-19-29(22,30)7/h10,21-22,25-26,31H,9,11-19H2,1-8H3/t21-,22-,25+,26+,28-,29-,30+/m1/s1	[H][C@@]1(CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@]1([H])CC3)[C@H](C)CCC=C(C)C	Lanosterin
HMDB01413	C14H26N4O11P2	488.1073307	RZZPDXZPRHQOCG-OJAKKHQRSA-N	1S/C14H26N4O11P2/c1-18(2,3)6-7-26-30(22,23)29-31(24,25)27-8-9-11(19)12(20)13(28-9)17-5-4-10(15)16-14(17)21/h4-5,9,11-13,19-20H,6-8H2,1-3H3,(H3-,15,16,21,22,23,24,25)/t9-,11-,12-,13-/m1/s1	C[N+](C)(C)CCOP([O-])(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O	Citicoline
HMDB01163	C16H25N5O16P2	605.0771528	MVMSCBBUIHUTGJ-GDJBGNAASA-N	1S/C16H25N5O16P2/c17-16-19-12-6(13(28)20-16)18-3-21(12)14-10(26)8(24)5(34-14)2-33-38(29,30)37-39(31,32)36-15-11(27)9(25)7(23)4(1-22)35-15/h3-5,7-11,14-15,22-27H,1-2H2,(H,29,30)(H,31,32)(H3,17,19,20,28)/t4-,5-,7-,8-,9+,10-,11+,14-,15-/m1/s1	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C(=O)N1	Guanosine diphosphate mannose
HMDB01493	C26H42N7O17P3S	849.1570732	BXIPALATIYNHJN-TVCSPYKZSA-N	1S/C26H42N7O17P3S/c1-14(2)9-17(35)54-8-7-28-16(34)5-6-29-24(38)21(37)26(3,4)11-47-53(44,45)50-52(42,43)46-10-15-20(49-51(39,40)41)19(36)25(48-15)33-13-32-18-22(27)30-12-31-23(18)33/h9,12-13,15,19-21,25,36-37H,5-8,10-11H2,1-4H3,(H,28,34)(H,29,38)(H,42,43)(H,44,45)(H2,27,30,31)(H2,39,40,41)/t15-,19-,20-,21?,25-/m1/s1	CC(C)=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N	3-Methylcrotonyl-CoA
